,name,alt_name,ra,dec,vmag,class,bv_color,ri_code,ri_color,spect_code,ub_color,spectral_type
7313,HR7693,,301.9596,9.3997,6.43,STAR F3V,0.46,,,,-0.02,F
7314,HR7694,,302.1304,-10.0628,6.18,STAR B9III,0.06,,,,,B
7315,HR7695,,301.1858,63.8906,6.26,STAR A2II,0.1,,,,0.04,A
7316,HR7696,,302.0271,16.6642,6.42,STAR M3III,1.91,,,,1.86,M
7317,HR7697,,301.5575,53.1658,5.85,STAR F5V,0.39,,,,-0.01,F
7318,HR7698,,306.2267,-83.3106,6.17,STAR A0,0.2,,,,0.13,A
7319,HR7699,,301.9225,34.4231,6.11,STAR B5I,0.16,,,,-0.45,B
7320,HR77,Zet Tuc,5.0179,-64.8747,4.23,STAR F9V,0.58,,0.33,,0.02,F
7321,HR770,,39.5033,7.6953,6.39,STAR F6IV,0.44,,,,0.0,F
7322,HR7700,,302.1596,10.7258,6.31,STAR B3V,-0.12,,,,-0.67,B
7323,HR7701,66    Dra,301.3867,61.9956,5.39,STAR K3III,1.18,,0.59,,1.29,K
7324,HR7702,,301.7979,50.2292,6.54,STAR A3V,0.13,,,,,A
7325,HR7703,,302.7996,-36.1011,5.32,STAR K3V,0.87,,0.49,,0.46,K
7326,HR7704,,301.2221,68.0272,6.28,STAR M3III,1.65,E,0.97,,2.0,M
7327,HR7705,17The Sge,302.4858,20.9153,6.48,STAR F5IV,0.38,,,,-0.04,F
7328,HR7706,,303.0996,-42.7806,6.22,STAR K1III,1.23,,,,,K
7329,HR7707,,303.6121,-63.4158,6.09,STAR F0IV,0.31,,,,0.09,F
7330,HR7708,28    Cyg,302.3567,36.8397,4.93,STAR B2V,-0.13,,-0.14,v,-0.77,B
7331,HR7709,,302.7921,-8.8422,6.49,STAR B1V,-0.15,,,,-0.92,B
7332,HR771,81    Cet,39.4242,-3.3961,5.65,STAR,1.02,,,,0.85,K
7333,HR7710,65The Aql,302.8263,-0.8214,3.23,STAR B9III,-0.07,,-0.05,,-0.14,B
7334,HR7711,18    Vul,302.6396,26.9042,5.52,STAR A3III,0.08,,,,0.13,A
7335,HR7712,1Xi 1Cap,302.9912,-12.3925,6.34,STAR K0III,1.21,,,,,K
7336,HR7713,,302.7646,21.1347,6.22,STAR K0,0.9,,,,,K
7337,HR7714,,303.5792,-52.4456,5.65,STAR K4III,1.5,,,,,K
7338,HR7715,2Xi 2Cap,303.1079,-12.6175,5.85,STAR F7V,0.48,,,,-0.07,F
7339,HR7716,,302.8379,21.8756,6.26,STAR B1I,-0.02,,,,-0.85,B
7340,HR7717,,303.1467,0.8675,6.27,STAR B9,0.02,,,,-0.01,A
7341,HR7718,19    Vul,302.95,26.8089,5.49,STAR K3II,1.41,,0.7,,1.51,K
7342,HR7719,20    Vul,303.0029,26.4789,5.92,STAR B7V,-0.11,,,,-0.43,B
7343,HR772,Lam2For,39.2442,-34.5783,5.79,STAR G5IV,0.66,,,,0.22,G
7344,HR7720,66    Aql,303.3079,-1.0094,5.47,STAR K5III,1.43,,,,1.3,K
7345,HR7721,,303.0158,47.7369,6.92,STAR B7V,-0.12,,,,-0.45,B
7346,HR7722,,303.8225,-27.0328,5.73,STAR K0V,0.88,,0.45,v,0.64,K
7347,HR7724,67Rho Aql,303.5692,15.1975,4.95,STAR A2V,0.08,,0.0,,0.01,A
7348,HR7725,,303.9608,-30.0053,6.3,STAR K4III,1.51,,,,,K
7349,HR7726,,303.1325,51.4636,6.01,STAR K2III,1.14,,,,,K
7350,HR7727,68    Dra,302.8954,62.0786,5.75,STAR F5V,0.47,,,,0.02,F
7351,HR7728,,304.0988,-36.4544,6.39,STAR M4III,1.54,,,,,M
7352,HR7729,,304.1104,-35.1978,6.53,STAR F2V,0.37,,,,,F
7353,HR773,32Nu  Ari,39.7042,21.9614,5.43,STAR A7V,0.16,,,,0.13,A
7354,HR7730,30    Cyg,303.325,46.8158,4.83,STAR A5III,0.09,,0.08,,0.15,A
7355,HR7731,21    Vul,303.5604,28.6947,5.18,STAR A7IV,0.18,,,,0.16,A
7356,HR7732,,304.7625,-63.2311,6.27,STAR K0III,1.04,,,,,K
7357,HR7733,,303.4283,43.3792,6.14,STAR K4III,1.5,,,,1.83,K
7358,HR7734,,303.5208,36.6053,6.45,STAR A0V,0.0,,,,-0.02,A
7359,HR7735,31    Cyg,303.4079,46.7414,3.79,STAR K2II,1.28,,0.76,,0.42,K
7360,HR7736,29    Cyg,303.6333,36.8064,4.97,STAR A2V,0.14,,0.07,,0.0,A
7361,HR7737,,303.59,42.1036,6.71,STAR B9IV,-0.04,,,,-0.28,B
7362,HR7738,3    Cap,304.095,-12.3369,6.32,STAR B9,0.01,,,,-0.17,B
7363,HR7739,,303.8163,25.5919,4.78,STAR B3V,-0.18,,-0.2,v,-0.72,B
7364,HR774,,41.9483,81.4483,5.78,STAR G8,1.3,,,,,K
7365,HR7740,33    Cyg,303.3496,56.5678,4.3,STAR A3IV,0.11,,0.06,,0.08,A
7366,HR7741,22    Vul,303.8758,23.5086,5.15,STAR G3I,1.04,,0.48,,0.71,G
7367,HR7742,,303.3654,60.6406,5.79,STAR,1.47,,,,,K
7368,HR7743,,303.8488,33.7294,5.66,STAR K0III,0.91,,,,0.66,G
7369,HR7744,23    Vul,303.9421,27.8142,4.52,STAR K3III,1.26,,0.71,,1.12,K
7370,HR7745,,304.7333,-47.7108,6.31,STAR M1III,1.67,,,,2.02,M
7371,HR7746,18    Sge,304.0821,21.5986,6.13,STAR K1III,1.04,,0.53,,0.92,K
7372,HR7747,5Alp1Cap,304.4121,-12.5083,4.24,STAR G3I,1.07,,0.53,,0.78,G
7373,HR7748,4    Cap,304.5058,-21.81,5.87,STAR K0III,1.0,,,,,G
7374,HR7749,,304.8246,-47.5803,6.13,STAR F5V,0.46,C,0.26,,0.01,F
7375,HR775,,39.6538,3.4431,6.21,STAR G9III,1.0,,,,0.76,K
7376,HR7750,1Kap Cep,302.2221,77.7114,4.39,STAR B9III,-0.05,,-0.06,,-0.11,B
7377,HR7751,32    Cyg,303.8679,47.7144,3.98,STAR K3I,1.52,,0.92,,1.03,K
7378,HR7752,,304.0142,38.8978,6.27,STAR A1V,0.01,,,,-0.01,A
7379,HR7753,24    Vul,304.1963,24.6711,5.32,STAR G8III,0.95,,,,0.67,G
7380,HR7754,6Alp2Cap,304.5138,-12.5447,3.57,STAR G8III,0.94,,0.48,,0.69,G
7381,HR7755,,303.9308,50.2328,6.31,STAR A2V,,,,,,A
7382,HR7756,,304.0025,45.5794,5.91,STAR F5V,0.38,,,,-0.04,F
7383,HR7757,,304.1175,37.0564,6.48,STAR B6III,-0.09,,,,-0.41,B
7384,HR7758,,305.1346,-55.0508,6.27,STAR M0III,1.59,,,,2.01,M
7385,HR7759,,304.2304,40.365,5.24,STAR K3II,1.65,,0.89,,1.88,K
7386,HR776,Mu  Hyi,37.9188,-79.1094,5.28,STAR G8III,0.98,,,,0.73,G
7387,HR7760,,304.3813,29.1481,6.22,STAR G9III,1.01,,,,,G
7388,HR7761,7Sig Cap,304.8483,-19.1186,5.28,STAR K3II,1.4,,,,1.53,K
7389,HR7762,,304.3712,42.7219,6.29,STAR K4II,1.64,,,,1.91,K
7390,HR7763,34    Cyg,304.4467,38.0331,4.81,STAR B2,0.42,,0.26,,-0.58,B
7391,HR7764,,305.1171,-29.1972,6.3,STAR A4V,0.17,,,,,A
7392,HR7765,,305.2162,-35.6736,6.46,STAR K3III,1.31,,,,,K
7393,HR7766,,305.4208,-49.9994,6.27,STAR G0V,0.55,,,,-0.02,F
7394,HR7767,,304.5292,40.7322,5.84,STAR O9V,0.1,,0.01,,-0.78,O
7395,HR7768,,304.9304,-1.0786,6.06,STAR K0,1.09,,,,1.02,K
7396,HR7769,36    Cyg,304.6192,37.0,5.58,STAR A2V,0.06,,,,0.0,A
7397,HR777,Iot2For,39.5779,-30.1942,5.83,STAR F4V,0.48,,,,-0.01,F
7398,HR7770,35    Cyg,304.6629,34.9828,5.17,STAR F5I,0.65,,0.42,,0.48,F
7399,HR7771,,304.8717,13.2169,6.21,STAR M1III,1.63,,,,,M
7400,HR7772,,305.1088,-6.3617,6.63,STAR K5,1.55,,,,1.84,K
7401,HR7773,8Nu  Cap,305.1658,-12.7592,4.76,STAR B9V,-0.05,,-0.06,,-0.11,B
7402,HR7774,,305.0008,13.5481,5.95,STAR A5,0.31,,0.16,,0.13,A
7403,HR7775,,305.1942,-14.785,6.1,STAR A0III,-0.02,,,,-0.11,B
7404,HR7776,9Bet Cap,305.2529,-14.7814,3.08,STAR F8V,0.79,,0.5,,0.28,G
7405,HR7777,,304.7067,46.3228,6.45,STAR B2V,-0.13,,,,-0.69,B
7406,HR7778,,305.0854,14.5692,6.13,STAR G8III,0.91,,0.44,,0.64,G
7407,HR7779,Kap1Sgr,305.6146,-42.0497,5.59,STAR A0V,0.0,C,-0.01,,0.0,A
7408,HR778,Eta Hor,39.3517,-52.5431,5.31,STAR A6V,0.27,,,,,A
7409,HR7780,,305.0892,17.7931,5.8,STAR,1.49,,,,,K
7410,HR7781,,304.6033,55.3972,5.76,STAR A2V,0.11,,0.06,,0.03,A
7411,HR7782,,304.9513,37.1325,6.57,STAR A0III,0.0,,,,-0.07,A
7412,HR7783,,304.3804,66.8539,5.93,STAR G3V,0.58,,,,0.06,G
7413,HR7784,,305.0633,39.4033,6.23,STAR A1V,0.06,,0.03,,0.03,A
7414,HR7785,,308.3229,-80.965,5.77,STAR G6II,1.14,,,,0.85,G
7415,HR7786,,304.9838,46.8375,6.5,STAR B8III,-0.06,,,,-0.37,B
7416,HR7787,Kap2Sgr,305.9717,-42.4228,5.64,STAR A5V,0.2,,0.02,,0.1,A
7417,HR7788,,305.7533,-9.6547,6.3,STAR G5III,0.91,,,,0.58,G
7418,HR7789,25    Vul,305.5142,24.4461,5.54,STAR B8III,-0.06,,,,-0.4,B
7419,HR779,82Del Cet,39.8708,0.3286,4.07,STAR B2IV,-0.22,,-0.21,,-0.87,B
7420,HR7790,Alp Pav,306.4121,-56.735,1.94,STAR B2IV,-0.2,,-0.16,,-0.71,B
7421,HR7791,,305.1267,53.5961,6.18,STAR K4III,1.56,,,,,K
7422,HR7792,71    Dra,304.9029,62.2575,5.72,STAR B9V,-0.05,,,,-0.21,B
7423,HR7793,,305.7179,14.5514,6.17,STAR F8V,0.51,,0.26,,-0.07,F
7424,HR7794,,305.7946,5.3431,5.31,STAR G8III,0.97,,0.5,,0.77,G
7425,HR7795,,305.5125,41.1314,6.39,STAR G5III,1.07,,,,0.82,G
7426,HR7796,37Gam Cyg,305.5571,40.2567,2.2,STAR F8I,0.68,,0.34,,0.53,F
7427,HR7797,,305.6558,31.265,6.09,STAR K2,1.35,,,,,K
7428,HR7798,,305.5225,45.795,5.58,STAR K0III,1.08,,,v,1.02,K
7429,HR7799,,306.4496,-40.7964,6.09,STAR K3III,1.36,,,,1.61,K
7430,HR78,,5.1017,30.9358,5.9,STAR B7V,-0.1,,,,-0.46,B
7431,HR780,,39.6033,-37.9906,6.49,STAR G0IV,0.52,,,,,F
7432,HR7800,,305.6888,41.0261,5.93,STAR K7III,1.6,,,,1.98,K
7433,HR7801,,306.3617,-28.6633,5.85,STAR G8II,1.1,,,,0.94,G
7434,HR7802,,305.7313,42.9833,6.2,STAR K0III,0.95,,,v,0.76,G
7435,HR7803,,306.1562,1.0686,6.15,STAR B9V,-0.04,,,,-0.14,A
7436,HR7804,,305.025,68.8803,5.55,STAR M4III,1.59,,,,,M
7437,HR7805,,305.2975,63.9803,5.69,STAR K5III,1.56,,,,,K
7438,HR7806,39    Cyg,305.9654,32.19,4.43,STAR K2III,1.33,,0.67,,1.5,K
7439,HR7807,,305.935,37.4764,5.9,STAR B2V,-0.2,,,,-0.88,B
7440,HR7808,,306.7208,-37.4031,6.25,STAR K2IV,0.97,,,,0.77,K
7441,HR7809,,306.4271,-2.8003,6.11,STAR,1.19,,,,1.19,M
7442,HR781,83Eps Cet,39.8908,-11.8722,4.84,STAR F5V,0.45,,,,-0.01,F
7443,HR7810,,306.4333,10.0564,6.33,STAR K5III,1.56,E,0.66,v,1.92,K
7444,HR7811,,306.4188,21.4097,5.66,STAR G6III,0.93,,,,,G
7445,HR7812,,309.5775,-81.2889,5.91,STAR K5III,1.71,,,,2.02,K
7446,HR7813,,306.505,19.865,6.41,STAR K0III,1.02,,,,,K
7447,HR7814,10Pi  Cap,306.83,-18.2117,5.25,STAR B8II,-0.07,,,,-0.41,B
7448,HR7815,,306.135,53.5519,6.51,STAR B9III,0.01,,,,-0.13,B
7449,HR7816,,306.5967,17.3156,6.22,STAR K0,1.01,,,,,K
7450,HR7817,,307.1946,-35.5958,6.1,STAR B8II,-0.11,,,v,,B
7451,HR7818,,306.2712,59.6,6.44,STAR A2IV,0.09,,,,0.12,A
7452,HR7819,,307.1817,-15.7417,6.41,STAR K0III,0.99,,,,0.69,G
7453,HR782,33    Ari,40.1712,27.0608,5.3,STAR A3V,0.09,,,,0.13,A
7454,HR7820,,307.0312,8.4375,6.25,STAR G9III,1.08,,,,0.93,G
7455,HR7821,68    Aql,307.1038,-3.3578,6.13,STAR B9V,-0.06,,,,-0.18,B
7456,HR7822,11Rho Cap,307.215,-17.8136,4.78,STAR F2IV,0.38,,0.19,,0.04,F
7457,HR7823,,306.7821,34.3289,6.39,STAR F1II,0.48,,,,0.45,F
7458,HR7824,,307.07,2.9369,6.21,STAR G8III,0.9,,,,0.57,G
7459,HR7825,,307.3804,-22.3917,6.16,STAR M1III,1.55,,,,1.99,K
7460,HR7826,40    Cyg,306.8929,38.4403,5.62,STAR A3V,0.06,,,,0.06,A
7461,HR7827,,306.5979,56.6389,6.36,STAR B9V,0.0,,,,0.0,B
7462,HR7828,43    Cyg,306.7596,49.3833,5.69,STAR,0.26,,,,0.04,F
7463,HR7829,12Omi Cap,307.4688,-18.5867,6.74,STAR A7V,0.22,,,,0.04,A
7464,HR783,,40.0654,6.1119,6.25,STAR F3V,0.4,,,,-0.03,F
7465,HR7830,12Omi Cap,307.4746,-18.5833,5.94,STAR A3V,0.08,,,,0.3,A
7466,HR7831,69    Aql,307.4125,-2.8856,4.91,STAR K2III,1.15,,0.56,,1.22,K
7467,HR7832,,307.7367,-29.1125,6.39,STAR A5V,0.21,,,,,A
7468,HR7834,41    Cyg,307.3488,30.3686,4.01,STAR F5II,0.4,,0.23,,0.27,F
7469,HR7835,42    Cyg,307.335,36.4547,5.88,STAR A1I,0.52,,,,0.1,A
7470,HR7836,1    Del,307.575,10.8958,6.08,STAR A1,-0.03,,,,-0.11,A
7471,HR7837,,307.7679,-15.0564,6.12,STAR,0.79,,,,0.42,K
7472,HR7838,,308.9654,-69.6111,6.11,STAR K2III,1.29,,,,1.41,K
7473,HR784,,40.0513,-9.4531,5.78,STAR F6V,0.52,,,,0.0,F
7474,HR7840,,307.8042,11.2606,7.11,STAR B8V,0.03,,,,-0.39,B
7475,HR7841,,307.4996,45.9286,6.41,STAR K2III,1.13,,,,1.07,K
7476,HR7842,,308.2183,-24.9439,6.36,STAR A0,-0.01,,,,,A
7477,HR7843,,307.3629,56.0681,5.91,STAR B9V,-0.04,,,,-0.24,B
7478,HR7844,45Ome1Cyg,307.5146,48.9517,4.95,STAR B2IV,-0.09,,-0.11,,-0.63,B
7479,HR7845,,308.0988,-9.8533,5.65,STAR G2IV,0.69,,,,0.21,G
7480,HR7846,Nu  Mic,308.4796,-44.5161,5.11,STAR K0III,1.01,,,,0.8,K
7481,HR7847,44    Cyg,307.7467,36.9358,6.19,STAR F5I,1.01,,0.69,,0.74,F
7482,HR7848,Phi1Pav,308.895,-60.5817,4.76,STAR F1III,0.28,,,,0.05,F
7483,HR785,11    Per,40.7617,55.1058,5.77,STAR B7III,-0.13,,,,-0.48,B
7484,HR7850,2The Cep,307.3954,62.9942,4.22,STAR A7III,0.2,,0.09,,0.16,A
7485,HR7851,46Ome2Cyg,307.8283,49.2203,5.44,STAR M2III,1.55,,,,1.92,M
7486,HR7852,2Eps Del,308.3033,11.3033,4.03,STAR B6III,-0.13,,-0.11,,-0.47,B
7487,HR7853,,308.7313,-38.0897,6.44,STAR A8III,0.26,,,,,A
7488,HR7854,,307.8379,52.3097,6.18,STAR K0III,1.01,,,,,K
7489,HR7855,,308.5487,-13.7211,6.13,STAR F6V,0.54,,,,-0.02,F
7490,HR7856,,308.6975,-30.4736,6.4,STAR B8V,-0.08,,,,,B
7491,HR7857,,308.4733,10.0597,6.56,STAR A2V,0.08,,,,0.05,A
7492,HR7858,3Eta Del,308.4875,13.0272,5.38,STAR A3IV,0.07,,0.02,,0.05,A
7493,HR7859,Rho Pav,309.3971,-61.53,4.88,STAR F5,0.43,,,,0.19,F
7494,HR786,,40.0104,-30.6339,6.52,STAR K0III,1.04,,,,,K
7495,HR7860,,307.9438,56.78,6.14,STAR,1.43,,,,,K
7496,HR7861,,308.2179,43.1917,6.6,STAR B4III,-0.11,,,,-0.56,B
7497,HR7862,,308.5417,20.9853,6.48,STAR B3IV,-0.14,,,,-0.66,B
7498,HR7863,Mu 1Oct,310.5121,-76.1806,6.0,STAR F4III,0.44,C,0.25,,0.11,F
7499,HR7864,Mu 2Oct,310.4321,-75.3506,6.55,STAR G5III,0.62,,,,0.25,G
7500,HR7865,,308.8842,-16.5258,6.19,STAR A7V,0.2,,,,0.1,A
7501,HR7866,47    Cyg,308.4758,35.2508,4.61,STAR K2I,1.6,,0.99,,0.78,K
7502,HR7867,,308.4517,41.7722,6.49,STAR K0III,1.0,,,,0.78,K
7503,HR7868,,307.5029,72.5317,6.27,STAR,1.35,,,,1.54,K
7504,HR7869,Alp Ind,309.3917,-47.2914,3.11,STAR K0III,1.0,E,0.36,,0.79,K
7505,HR787,,40.7487,53.5261,5.84,STAR K0II,1.12,,,,,G
7506,HR7870,,308.4788,46.6939,5.78,STAR B9,-0.16,,,,-0.53,B
7507,HR7871,4Zet Del,308.8271,14.6742,4.68,STAR A3V,0.11,,0.05,,0.11,A
7508,HR7872,,309.9642,-62.9078,6.22,STAR K1III,1.1,,,,,K
7509,HR7873,70    Aql,309.1817,-2.55,4.89,STAR K5II,1.6,,,,1.95,K
7510,HR7874,26    Vul,309.0346,25.8825,6.41,STAR A5III,0.21,,,,0.16,A
7511,HR7875,Phi2Pav,310.0108,-60.5489,5.12,STAR F8V,0.53,,,,0.01,G
7512,HR7876,,308.71,51.8542,6.11,STAR A9II,0.41,,,,0.42,A
7513,HR7877,,309.4671,-25.1089,6.36,STAR F0III,0.33,,,,,A
7514,HR7878,,309.3263,0.0969,6.22,STAR B8III,-0.08,,,,-0.39,B
7515,HR7879,73    Dra,307.8767,74.9547,5.2,STAR A0,0.07,,,v,0.11,A
7516,HR788,12    Per,40.5621,40.1939,4.91,STAR F9V,0.59,,0.3,,0.14,F
7517,HR7880,27    Vul,309.2696,26.4619,5.59,STAR B9V,-0.07,,,,-0.22,B
7518,HR7881,Ups Pav,310.4879,-66.7608,5.15,STAR B9III,-0.06,,,,-0.28,B
7519,HR7882,6Bet Del,309.3875,14.5953,3.63,STAR F5IV,0.44,,0.24,,0.08,F
7520,HR7883,5Iot Del,309.4546,11.3778,5.43,STAR A2V,0.06,,0.02,,0.04,A
7521,HR7884,71    Aql,309.5846,-1.1053,4.32,STAR G7III,0.95,,0.46,,0.69,G
7522,HR7885,48    Cyg,309.3825,31.5725,6.32,STAR B8III,-0.09,,,,-0.4,B
7523,HR7886,,309.4775,18.2692,6.25,STAR M6III,1.48,,2.48,,1.0,M
7524,HR7887,,309.3858,31.5219,6.49,STAR F0V,0.34,,,,-0.03,F
7525,HR7888,,309.3483,38.3286,6.2,STAR K0III,0.99,,,,0.81,K
7526,HR7889,14Tau Cap,309.8183,-14.9547,5.22,STAR B6III,-0.12,,,,,B
7527,HR789,,39.95,-42.8917,4.75,STAR A2V,0.06,,0.01,,0.06,A
7528,HR7890,,309.805,-2.4128,6.22,STAR B7III,-0.1,,,v,-0.42,B
7529,HR7891,29    Vul,309.6304,21.2011,4.82,STAR A0V,-0.02,,-0.04,,-0.08,A
7530,HR7892,8The Del,309.6829,13.315,5.72,STAR K3I,1.53,,0.75,,1.73,K
7531,HR7893,,310.0825,-33.4319,5.47,STAR K1III,1.12,,,,1.08,K
7532,HR7894,28    Vul,309.6329,24.1161,5.04,STAR B5IV,-0.14,,,,-0.53,B
7533,HR7895,,309.6462,23.6806,5.91,STAR K0II,0.98,,,,,K
7534,HR7896,7Kap Del,309.7825,10.0861,5.05,STAR G2IV,0.72,,,,0.21,G
7535,HR7897,1    Aqr,309.8538,0.4864,5.16,STAR K1III,1.06,,,,0.97,K
7536,HR7898,,310.0487,-23.7739,6.37,STAR G8V,0.72,E,0.26,,0.23,G
7537,HR7899,,309.7708,15.8381,5.97,STAR B3V,-0.14,,,,-0.7,B
7538,HR79,,5.1896,32.9114,5.79,STAR K5III,1.59,,1.0,,,K
7539,HR790,84    Cet,40.3079,-0.6958,5.71,STAR F7IV,0.52,,,,-0.02,F
7540,HR7900,15Ups Cap,310.0125,-18.1386,5.1,STAR M2III,1.66,E,0.89,,1.99,M
7541,HR7901,75    Dra,307.0608,81.4228,5.46,STAR G9III,1.02,,,,0.84,G
7542,HR7902,,310.15,-26.645,6.51,STAR F7V,0.57,,,,,G
7543,HR7903,,309.7942,21.8172,6.08,STAR A0III,-0.06,,,,-0.08,A
7544,HR7904,,309.7479,30.3344,5.68,STAR K2III,1.09,,,,0.99,K
7545,HR7905,,310.1354,-16.1242,5.8,STAR,1.0,,,,0.74,K
7546,HR7906,9Alp Del,309.9096,15.9119,3.77,STAR B9IV,-0.06,,-0.04,,-0.21,B
7547,HR7907,,309.9658,11.2497,6.42,STAR F8IV,0.55,,,,0.03,F
7548,HR7908,74    Dra,307.3646,81.0914,5.96,STAR K0III,0.92,,,,0.6,K
7549,HR7909,,310.3488,-31.5983,5.76,STAR M0III,1.53,,,,1.85,M
7550,HR791,,41.2071,67.8247,5.95,STAR A5III,0.1,,,,0.17,A
7551,HR7910,,310.3504,-26.0,6.28,STAR K2III,1.22,,,,,K
7552,HR7911,,309.8888,40.5794,6.06,STAR B6III,-0.16,,,,-0.54,B
7553,HR7912,,309.8463,45.6669,6.58,STAR B5IV,-0.06,,,,-0.55,B
7554,HR7913,Bet Pav,311.2396,-66.2031,3.42,STAR A7III,0.16,,,,0.12,A
7555,HR7914,,310.1883,19.9353,6.45,STAR G5V,0.63,,0.34,,0.09,G
7556,HR7915,,310.7208,-39.5586,6.29,STAR K1III,1.08,,,,,K
7557,HR7916,,309.7508,56.005,6.48,STAR F2V,,,,,,F
7558,HR7917,,310.1508,29.8053,6.08,STAR A2V,0.14,,,,0.15,A
7559,HR7918,10    Del,310.3175,14.5831,5.99,STAR,1.24,,,,,K
7560,HR7919,,310.0129,43.4586,5.95,STAR K2III,1.19,,,,,K
7561,HR792,,40.7579,48.2656,6.48,STAR G5II,,,,,,G
7562,HR7920,Eta Ind,311.0096,-51.9211,4.51,STAR A7III,0.27,,,v,0.09,A
7563,HR7921,49    Cyg,310.2608,32.3072,5.51,STAR G8II,0.88,,,,,G
7564,HR7922,,310.2517,39.0822,6.51,STAR B6III,-0.12,,,,-0.49,B
7565,HR7923,,310.4925,17.5214,6.22,STAR G8III,0.94,,,,0.57,G
7566,HR7924,50Alp Cyg,310.3579,45.2803,1.25,STAR A2I,0.09,,0.1,t,-0.24,A
7567,HR7925,,310.0746,60.5053,6.01,STAR F6IV,0.46,,,,-0.06,F
7568,HR7926,,310.4854,41.7169,5.67,STAR B8II,-0.12,,,,-0.45,B
7569,HR7927,,310.5925,35.4561,6.66,STAR B2IV,-0.16,,,,-0.68,B
7570,HR7929,51    Cyg,310.5525,50.34,5.39,STAR B2V,-0.1,,,,-0.63,B
7571,HR793,34Mu  Ari,40.5917,20.0117,5.69,STAR A0V,-0.02,,,,-0.03,A
7572,HR7930,,307.2629,83.6256,6.19,STAR A3V,0.13,,,,,A
7573,HR7931,,311.305,-27.2472,6.5,STAR G8III,0.94,,,,,G
7574,HR7932,,310.8508,35.5878,6.47,STAR F7I,1.23,,0.64,v,0.99,F
7575,HR7933,,311.5837,-39.1992,5.5,STAR B8V,-0.1,,,,,B
7576,HR7934,Sig Pav,312.3254,-68.7764,5.41,STAR K0III,1.12,E,0.32,,1.1,K
7577,HR7935,,311.5775,-36.1203,6.49,STAR F3IV,0.39,,,,,F
7578,HR7936,16Psi Cap,311.5237,-25.2708,4.14,STAR F4V,0.43,,0.2,,0.02,F
7579,HR7937,17    Cap,311.5417,-21.5142,5.93,STAR A0,0.04,,,,0.1,A
7580,HR7938,,310.6654,60.6014,6.15,STAR A2IV,0.01,,,,0.05,A
7581,HR7939,30    Vul,311.2188,25.2706,4.91,STAR K2III,1.18,,0.58,,1.18,K
7582,HR794,Iot Eri,40.1667,-39.8556,4.11,STAR K0III,1.02,,0.56,,0.74,K
7583,HR7940,,310.8062,57.1142,6.32,STAR B2III,0.33,,,,-0.48,B
7584,HR7941,,311.3675,18.0903,6.38,STAR M5II,1.68,,,,1.24,M
7585,HR7942,52    Cyg,311.4154,30.7197,4.22,STAR G9III,1.05,,0.53,,0.89,K
7586,HR7943,Iot Mic,312.1217,-43.9886,5.11,STAR F1IV,0.35,,,,0.06,F
7587,HR7944,,311.0917,56.4881,5.78,STAR M3III,1.67,,,,1.86,M
7588,HR7945,4    Cep,310.7958,66.6575,5.58,STAR A8V,0.22,,,,0.05,A
7589,HR7946,,311.765,-2.4867,6.27,STAR K2,1.55,,,,1.97,K
7590,HR7947,12Gam1Del,311.6613,16.1244,5.14,STAR F7V,0.49,,,,0.08,F
7591,HR7948,12Gam2Del,311.6646,16.1242,4.27,STAR K1IV,1.04,,0.48,,0.97,K
7592,HR7949,53Eps Cyg,311.5529,33.9703,2.46,STAR K0III,1.03,,0.54,,0.87,K
7593,HR795,,40.4512,-3.2133,6.05,STAR,1.17,,,,1.13,K
7594,HR7950,2Eps Aqr,311.9192,-9.4958,3.77,STAR A1V,0.0,,0.0,,0.02,B
7595,HR7951,3    Aqr,311.9342,-5.0278,4.42,STAR M3III,1.65,,1.31,,1.92,M
7596,HR7952,Zet Ind,312.3708,-46.2269,4.89,STAR K5III,1.52,E,0.64,,1.87,K
7597,HR7953,13    Del,311.9513,6.0083,5.58,STAR A0V,-0.02,,,,-0.09,A
7598,HR7954,,311.9492,3.3067,6.4,STAR A0V,-0.02,,,,-0.09,B
7599,HR7955,,311.3379,57.5797,4.51,STAR F8IV,0.54,,0.28,,0.1,F
7600,HR7956,,311.795,34.3742,4.92,STAR K3III,1.32,,,,1.47,K
7601,HR7957,3Eta Cep,311.3225,61.8389,3.43,STAR K0IV,0.92,,0.49,,0.62,K
7602,HR7958,,311.6604,46.5317,6.3,STAR A3V,0.03,,,,0.04,A
7603,HR7959,,312.9096,-62.4292,6.28,STAR A2IV,0.15,,,,0.08,A
7604,HR796,,40.3917,-14.5494,5.98,STAR F5III,0.43,,,,-0.02,F
7605,HR7960,,312.9117,-62.4292,6.59,STAR A2IV,0.17,,,,0.06,A
7606,HR7961,,312.3233,-25.7814,5.86,STAR B7III,-0.07,,,,-0.46,B
7607,HR7962,,311.5883,52.9953,6.33,STAR K0,1.12,,,,,K
7608,HR7963,54Lam Cyg,311.8521,36.4908,4.53,STAR B5V,-0.11,,-0.11,,-0.49,B
7609,HR7964,,312.3354,-18.0358,6.21,STAR K3III,1.42,,,,,K
7610,HR7965,Alp Mic,312.4921,-33.7797,4.9,STAR G7III,1.0,,,,0.73,G
7611,HR7966,,311.8367,45.5797,6.4,STAR K3III,1.61,,,,2.02,K
7612,HR7967,,311.1379,69.7519,6.41,STAR G8III,,,,,,G
