name,spectral_type
HR  8059, K0/1III"
HR   806, B9Va"
HR  8060, A5V"
HR  8061, F9.5V"
HR  8062, M4.5III"
HR  8063, G8III"
HR  8064, B3Vn"
HR  8065, B8IVs+B9V"
HR  8066, K5III"
HR  8067, K0III"
HR  8068, G8III/IV"
HR  8069, K3III"
HR   807, K1III"
HR  8070, K0/1III"
HR  8071, F3IV"
HR  8072, K0"
HR  8073, K0III"
HR  8074, F0IVn"
HR  8075, A1V"
HR  8076, K2III"
HR  8077, F8V"
HR  8078, K0III"
HR  8079, K4.5Ib-II"
HR   808, K2III"
HR  8080, M1-III"
HR  8081, K1III"
HR  8082, K0II-III"
HR  8083, B9.5V"
HR  8084, F7II-"
HR  8085, K5V"
HR  8086, K7V"
HR  8087, A0Van"
HR  8088, K2IV"
HR  8089, K4Ib-IIa"
HR   809, B9Vn"
HR  8090, K5III"
HR  8091, F2IV/V"
HR  8092, M1/2III"
HR  8093, K0III"
HR  8094, ~"
HR  8095, F2V"
HR  8096, K1/2III"
HR  8097, A9VpSrCrEu"
HR  8098, A2Va"
HR  8099, F3IV"
HR    81, A0V"
HR   810, F8V"
HR  8100, F5V"
HR  8101, A1V"
HR  8102, Fm_dD"
HR  8103, B4IVp"
HR  8104, F6VFe-0.9CH-0.5"
HR  8105, B1Vp"
HR  8106, B9III"
HR  8107, B6IV"
HR  8108, K0III"
HR  8109, B7III"
HR   811, B7IV"
HR  8110, K3III"
HR  8111, A1V"
HR  8112, B8Vn"
HR  8113, M6-9e"
HR  8114, A3V(m)"
HR  8115, G8+III-IIIaBa0.5"
HR  8116, A7Vn"
HR  8117, K2III"
HR  8118, A0III"
HR  8119, O9.5IV"
HR   812, A7III"
HR  8120, A8II"
HR  8121, M1-III"
HR  8122, K0III"
HR  8123, F7(V)+G0(V)"
HR  8124, K3III"
HR  8125, B8V"
HR  8126, G6Ib-IIaCa1Ba0.5"
HR  8127, K0II/III"
HR  8128, M2III"
HR  8129, K3III"
HR   813, A9IIIp"
HR  8130, F2IV"
HR  8131, G6IV+B9.5V"
HR  8132, K0III"
HR  8133, G0V"
HR  8134, A1V"
HR  8135, A0V"
HR  8136, B4IV"
HR  8137, B5II/III"
HR  8138, K2"
HR  8139, F0V"
HR   814, B9.5V"
HR  8140, A5IV-V"
HR  8141, B7III"
HR  8142, K0IV"
HR  8143, A0Ia"
HR  8144, B7V"
HR  8145, C72"
HR  8146, B2Vne"
HR  8147, A1V"
HR  8148, G7V"
HR  8149, K5III"
HR   815, A3V"
HR  8150, K3III"
HR  8151, ApCrEuSr"
HR  8152, K3III"
HR  8153, B2IIIe"
HR  8154, O7.5IIIn((f))"
HR  8155, A5IV"
HR  8156, C73"
HR  8157, F1II+B7.0V"
HR  8158, B6IV"
HR  8159, K2III"
HR   816, kA8hA9mF0III"
HR  8160, G8III"
HR  8161, B6V"
HR  8162, A8Vn"
HR  8163, M2III"
HR  8164, M1Ibep"
HR  8165, K1III"
HR  8166, G8IV"
HR  8167, G7IIIFe-1.5"
HR  8168, K5III"
HR  8169, A1V"
HR   817, A1V"
HR  8170, F8V"
HR  8171, B3IVe"
HR  8172, M0III"
HR  8173, K1III"
HR  8174, A3IV"
HR  8175, K4/5III"
HR  8176, B3.5V"
HR  8177, A5mA6-F0"
HR  8178, A3V"
HR  8179, G5III"
HR   818, F7V"
HR  8180, ApSi"
HR  8181, F9VFe-1.4CH-0.7"
HR  8182, K1III"
HR  8183, K0III"
HR  8184, K0III"
HR  8185, K0III"
HR  8186, A1V"
HR  8187, F0V"
HR  8188, F2/3II"
HR  8189, F6IV"
HR   819, G8III"
HR  8190, F1IV"
HR  8191, F5III"
HR  8192, F0V"
HR  8193, K5"
HR  8194, A2V"
HR  8195, A8V"
HR  8196, M5III"
HR  8197, K0III"
HR  8198, A8III"
HR  8199, K4III"
HR    82, F5IV-V"
HR   820, A9V"
HR  8200, K2III"
HR  8201, A0V"
HR  8202, A5mF0-F3"
HR  8203, A1Vb"
HR  8204, G4Ib:Ba2"
HR  8205, F5V"
HR  8206, A0VpSrCrSiHg"
HR  8207, K3III"
HR  8208, F0V"
HR  8209, B0.2Iab"
HR   821, A2V"
HR  8210, kA6hA9mF0+DA"
HR  8211, K2IIICNIb"
HR  8212, F9VFe-1.3CH-0.7"
HR  8213, G7IIIbFe-1"
HR  8214, A1V"
HR  8215, B3V"
HR  8216, A4VpSiCrHg"
HR  8217, A1VmA3"
HR  8218, B7III"
HR  8219, M1"
HR   822, K2III"
HR  8220, F0V"
HR  8221, K5"
HR  8222, F3V"
HR  8223, M4.5IIIa"
HR  8224, M3+IIIa"
HR  8225, M1+III"
HR  8226, B8III"
HR  8227, B7V"
HR  8228, K0-III"
HR  8229, K0III"
HR   823, F7V"
HR  8230, A2V"
HR  8231, B9.5V"
HR  8232, G0Ib"
HR  8233, K4III"
HR  8234, F6IV"
HR  8235, A7V"
HR  8236, K1III"
HR  8237, A3V"
HR  8238, B0.5IIIs"
HR  8239, G6III:"
HR   824, K0.5IIIb"
HR  8240, A0VpSiSr"
HR  8241, K1IIICNII"
HR  8242, G2II+B9V"
HR  8243, B1Ib"
HR  8244, B8III"
HR  8245, F5VFe-0.8CH-0.4"
HR  8246, A0V"
HR  8247, K1III"
HR  8248, K4Ib"
HR  8249, A0/1IV"
HR   825, A5Ia"
HR  8250, F7V"
HR  8251, K1/2III"
HR  8252, G8IIIFe-0.5"
HR  8253, A7/8IV"
HR  8254, K1III"
HR  8255, K0.5IIIFe0.5"
HR  8256, A5V"
HR  8257, F0IV"
HR  8258, A4V"
HR  8259, B7IIIe"
HR   826, F3IV/V"
HR  8260, B3V"
HR  8261, G8III-IV"
HR  8262, M4e-M6eIII"
HR  8263, A0V"
HR  8264, K0III"
HR  8265, A2V"
HR  8266, A3Vn"
HR  8267, F1IV"
HR  8268, G8IV"
HR  8269, G8/K0III+A/F"
HR   827, F5V_Fe-1.2_CH-0.8"
HR  8270, A9IV-Vn"
HR  8271, K0II/III"
HR  8272, A7III"
HR  8273, K0III"
HR  8274, G9III"
HR  8275, K1III"
HR  8276, F1Vnn"
HR  8277, K0III"
HR  8278, kF0hF1VmF2"
HR  8279, B2Ib"
HR   828, K1III"
HR  8280, G8/K0III"
HR  8281, O6.0V((f))+O9:V"
HR  8282, K1III"
HR  8283, G2IV"
HR  8284, M1IIIab"
HR  8285, K0III"
HR  8286, B8IV"
HR  8287, K2(III)"
HR  8288, G8III"
HR  8289, M2III"
HR   829, F5.5III+"
HR  8290, K0III"
HR  8291, A2V"
HR  8292, B5IV"
HR  8293, A0mA5-F0"
HR  8294, F0IV/V"
HR  8295, A9/F0V"
HR  8296, ~"
HR  8297, C-N5"
HR  8298, M4III:"
HR  8299, K1IIICNIV/V"
HR    83, B9V"
HR   830, A0V"
HR  8300, A0V+A0V"
HR  8301, B3III"
HR  8302, A7IV/V"
HR  8303, K1III"
HR  8304, G8II"
HR  8305, A0IV"
HR  8306, M2IIIbCa1"
HR  8307, A0V"
HR  8308, K2Ib-II"
HR  8309, F7V"
HR   831, F6III-IV"
HR  8310, F3V"
HR  8311, G7.5II-IIICN0.5"
HR  8312, K1III"
HR  8313, G5Ib"
HR  8314, G0V+"
HR  8315, F5V"
HR  8316, M2-Ia"
HR  8317, K0.5III"
HR  8318, M2III"
HR  8319, A0V"
HR   832, M5III"
HR  8320, K0III"
HR  8321, K0IbHdel0.5"
HR  8322, kA5hF0mF2III"
HR  8323, G2V"
HR  8324, K0-IIICN1"
HR  8325, K3III:"
HR  8326, A1V"
HR  8327, O8.5II"
HR  8328, A0V"
HR  8329, G8III+A2II-III:"
HR   833, G8III/IV"
HR  8330, F3V"
HR  8331, K0III"
HR  8332, A5V"
HR  8333, K2/3III"
HR  8334, A2Iae"
HR  8335, B3III"
HR  8336, K5"
HR  8337, A1/2III"
HR  8338, B8V"
HR  8339, M1III"
HR   834, K3-Ib-IIa"
HR  8340, K3III"
HR  8341, B2V"
HR  8342, A0V"
HR  8343, A1Vs"
HR  8344, F2III-IV"
HR  8345, A2Ib"
HR  8346, F0V"
HR  8347, M1IIIa"
HR  8348, B8III"
HR  8349, B9pHgMn"
HR   835, K0/1III"
HR  8350, M4III"
HR  8351, F2V"
HR  8352, F0(V)+F5(V)"
HR  8353, B8IV-Vs"
HR  8354, F2V"
HR  8355, B9IV"
HR  8356, B6IIIe"
HR  8357, B6IV-V"
HR  8358, A0Vs"
HR  8359, G0IIIs"
HR   836, B6V"
HR  8360, A2IV"
HR  8361, A1m"
HR  8362, A3mA6-A9"
HR  8363, F6/7V"
HR  8364, G8III"
HR  8365, G8III"
HR  8366, A3V"
HR  8367, F2/3V"
HR  8368, F0IV"
HR  8369, F5V"
HR   837, A2IV/V"
HR  8370, A5IV/V"
HR  8371, B8Ib"
HR  8372, K5V"
HR  8373, A2Vnn"
HR  8374, G8Ib"
HR  8375, B2Ve"
HR  8376, F2V"
HR  8377, B8V"
HR  8378, M2III"
HR  8379, K1II/III"
HR   838, B8Vn"
HR  8380, F3/5III"
HR  8381, B9IV/V"
HR  8382, G8/K0III"
HR  8383, M2Ibep+B2?ep_sh"
HR  8384, B2V"
HR  8385, B3III"
HR  8386, B8III_sh+B8.5IV"
HR  8387, K5V"
HR  8388, M3III"
HR  8389, A0III-IV"
HR   839, A1m"
HR  8390, K2III"
HR  8391, F5III"
HR  8392, F4III"
HR  8393, K5III"
HR  8394, K0III"
HR  8395, K5"
HR  8396, A2V+G0II"
HR  8397, B5IIIn"
HR  8398, F2V"
HR  8399, O9.7IV"
HR    84, K0III"
HR   840, F2III"
HR  8400, F5V"
HR  8401, K1IV"
HR  8402, B5V"
HR  8403, B5III"
HR  8404, B9.5V"
HR  8405, K5III"
HR  8406, O9IV(n)var+B1:V:"
HR  8407, B9.5VpCrSiSr"
HR  8408, B4IVe"
HR  8409, K4III"
HR   841, G9IIIb"
HR  8410, A5IV"
HR  8411, K3III"
HR  8412, G5Ib-II"
HR  8413, K4III"
HR  8414, G2Ib"
HR  8415, K3III"
HR  8416, M5III"
HR  8417, Am+F7/8V"
HR  8418, B8V"
HR  8419, B9Vn"
HR   842, G8III"
HR  8420, K2IIICNII"
HR  8421, M4III"
HR  8422, A0V"
HR  8423, F6IV-V"
HR  8424, K5III"
HR  8425, B6V"
HR  8426, K4III"
HR  8427, B2V"
HR  8428, O9Ib"
HR  8429, A3V"
HR   843, K5.5III"
HR  8430, F5V"
HR  8431, A1.5IVn"
HR  8432, K0III"
HR  8433, K4III"
HR  8434, A0VpSiSr"
HR  8435, F2V:"
HR  8436, M1"
HR  8437, A9VkA2mA2_lB"
HR  8438, B7Vne"
HR  8439, B2III"
HR   844, K0III"
HR  8440, K3III"
HR  8441, F1IV"
HR  8442, G6III"
HR  8443, A3Ib"
HR  8444, A5IV"
HR  8445, K5III"
HR  8446, A5V"
HR  8447, F6V"
HR  8448, K0IVe+G5IV"
HR  8449, G6III:"
HR   845, A1V"
HR  8450, A1Va"
HR  8451, A0V"
HR  8452, B5III"
HR  8453, G8/K0III"
HR  8454, F5III"
HR  8455, G1V"
HR  8456, K0III"
HR  8457, F6/7V"
HR  8458, M1III"
HR  8459, A3III"
HR   846, B8III"
HR  8460, A8IV"
HR  8461, K0III"
HR  8462, F0V"
HR  8463, A5V"
HR  8464, A2Vp"
HR  8465, K1.5Ib"
HR  8466, K0"
HR  8467, F5V"
HR  8468, G7II-III"
HR  8469, O6.5I(n)fp"
HR   847, B7V"
HR  8470, F7II"
HR  8471, F0IIp"
HR  8472, F8V"
HR  8473, A0VpHgSrSi"
HR  8474, F2V"
HR  8475, K2-IIIb"
HR  8476, K0III"
HR  8477, G2V"
HR  8478, B7V"
HR  8479, K1III"
HR   848, K0III"
HR  8480, K0III+F2V"
HR  8481, M5III"
HR  8482, K2III"
HR  8483, M3III"
HR  8484, G8/K0III"
HR  8485, K2.5III"
HR  8486, G8III+G"
HR  8487, A0III"
HR  8488, G8III"
HR  8489, A2Vnn"
HR   849, G8II"
HR  8490, B8Vn"
HR  8491, A1Vn"
HR  8492, K1II/III"
HR  8493, G8III"
HR  8494, F0V(Sr)"
HR  8495, A3II/III"
HR  8496, K1III"
HR  8497, K0III"
HR  8498, K3-II-III"
HR  8499, G9II"
HR    85, M5-6Se"
HR   850, K0III"
HR  8500, K2III"
HR  8501, G0V"
HR  8502, K3III"
HR  8503, G9III"
HR  8504, G8/K0III"
HR  8505, K0III"
HR  8506, G8III"
HR  8507, F3V"
HR  8508, K0III"
HR  8509, K3/4III"
HR   851, K2III"
HR  8510, A9IIIp"
HR  8511, K3III"
HR  8512, B8III"
HR  8513, B5IV"
HR  8514, F5V"
HR  8515, G9VFe-3.1CH-1.5"
HR  8516, K0III"
HR  8517, M4III"
HR  8518, A0V"
HR  8519, K2"
HR   852, A2V"
HR  8520, B3III"
HR  8521, S57:"
HR  8522, B9III"
HR  8523, B6V"
HR  8524, F0V"
HR  8525, A1Vn"
HR  8526, G0V"
HR  8527, F5III"
HR  8528, B5V"
HR  8529, K0IIICNII"
HR   853, A0V"
HR  8530, G8Ib/II(w)"
HR  8531, G2IV-V"
HR  8532, F7IV"
HR  8533, B9.5V"
HR  8534, G7.5III"
HR  8535, B8III"
HR  8536, F5IV:"
HR  8537, A1V"
HR  8538, G9IIIbCa1"
HR  8539, B1III-IVe"
HR   854, G8III+A7V"
HR  8540, B9Vn"
HR  8541, A0Ib"
HR  8542, A0V"
HR  8543, K0"
HR  8544, G3V"
HR  8545, G2V"
HR  8546, B9.5Vn"
HR  8547, A3/5V"
HR  8548, F7V"
HR  8549, B2V+B9Vn"
HR   855, F6V"
HR  8550, B9III"
HR  8551, K1-III-IV"
HR  8552, G8III"
HR  8553, B2V"
HR  8554, B7III"
HR  8555, K2"
HR  8556, G6/8III"
HR  8557, K2III"
HR  8558, F2IV/V"
HR  8559, F2IV/V"
HR   856, F5III"
HR  8560, M4.5IIIa"
HR  8561, B0.5Ib"
HR  8562, K5III"
HR  8563, F0V"
HR  8564, K2II"
HR  8565, F2/3IV/V"
HR  8566, kA7hF3mF5(III)"
HR  8567, B8II"
HR  8568, K0"
HR  8569, A2V"
HR   857, K1V"
HR  8570, K1III"
HR  8571, F5Iab:+B7-8"
HR  8572, K9Ia+B2V"
HR  8573, A0IVs"
HR  8574, B9.5V"
HR  8575, K2III"
HR  8576, A1Va"
HR  8577, K1III"
HR  8578, A2Vm"
HR  8579, B2IV"
HR   858, F6V"
HR  8580, K0III"
HR  8581, F8V"
HR  8582, M4III"
HR  8583, A9/F0V"
HR  8584, kA6hA8mA8"
HR  8585, A1V"
HR  8586, F1V"
HR  8587, K0"
HR  8588, A6V"
HR  8589, G8III"
HR   859, A4V"
HR  8590, K0III"
HR  8591, A3V"
HR  8592, F7V"
HR  8593, A5V"
HR  8594, K0III"
HR  8595, A9III"
HR  8596, K1III"
HR  8597, B8/9V"
HR  8598, A0V"
HR  8599, A2V"
HR    86, K3III"
HR   860, F5V"
HR  8600, A3V"
HR  8601, K2III"
HR  8602, A1V"
HR  8603, B1Vne"
HR  8604, K0"
HR  8605, A1III"
HR  8606, B3V"
HR  8607, A3V"
HR  8608, K5"
HR  8609, K5"
HR   861, K3Ib"
HR  8610, K1.5IIIbCN0.5"
HR  8611, F3II/III"
HR  8612, K0III+F2"
HR  8613, A9VkA7mA6"
HR  8614, K1III"
HR  8615, F2II"
HR  8616, A0V"
HR  8617, G6III+kA5.5:hA8.5:mF0"
HR  8618, G8II"
HR  8619, K0/1III"
HR   862, G8/K0III"
HR  8620, K3III"
HR  8621, M4+III"
HR  8622, O9V"
HR  8623, K2/3III"
HR  8624, A2V"
HR  8625, M1III"
HR  8626, G3Ib-II:CN-1CH2Fe-1"
HR  8627, A0IV"
HR  8628, B7III"
HR  8629, G9VFe-0.7"
HR   863, F5V"
HR  8630, A9IV/V"
HR  8631, G4V"
HR  8632, K2.5III"
HR  8633, K0III"
HR  8634, B8V"
HR  8635, F9.5V"
HR  8636, M4.5III"
HR  8637, M3III"
HR  8638, K5"
HR  8639, K0III"
HR   864, K5III"
HR  8640, B2III"
HR  8641, A1IV"
HR  8642, K0III"
HR  8643, G9III"
HR  8644, K0III"
HR  8645, A3IV"
HR  8646, G5/K0III+A7/9"
HR  8647, B7.5V"
HR  8648, K2"
HR  8649, K3III"
HR   865, K3III:"
HR  8650, G8II+F0V"
HR  8651, B1V"
HR  8652, G8III+B7/8IV:"
HR  8653, G8IV"
HR  8654, K5III"
HR  8655, K2IIICNIV"
HR  8656, K0III"
HR  8657, K2III"
HR  8658, G0.5V"
HR  8659, K1III"
HR   866, K1III"
HR  8660, G6III:"
HR  8661, K2"
HR  8662, A9(IIIm)"
HR  8663, B6V"
HR  8664, A4V"
HR  8665, F6V"
HR  8666, F0III-IV"
HR  8667, G8IIIaCN0.5"
HR  8668, K1III"
HR  8669, K0III"
HR   867, M6-III:"
HR  8670, G8III"
HR  8671, F6V"
HR  8672, A2V"
HR  8673, B9V"
HR  8674, G8III"
HR  8675, A2IVn"
HR  8676, F0V"
HR  8677, B9.5IV"
HR  8678, G8III:"
HR  8679, M0III"
HR   868, M5-7e"
HR  8680, F0V"
HR  8681, F0IV-V"
HR  8682, B7V"
HR  8683, K0"
HR  8684, G8+III"
HR  8685, K3III"
HR  8686, K1IIICNII"
HR  8687, F4V+F5V"
HR  8688, K1III"
HR  8689, K0III"
HR   869, F6V"
HR  8690, B4+F9III"
HR  8691, K0"
HR  8692, G5Ib-II"
HR  8693, G8/K0III"
HR  8694, K0-III"
HR  8695, A0VpSrCrEu"
HR  8696, G8III-IV+G2IV"
HR  8697, F6V"
HR  8698, M2.5IIIFe-0.5"
HR  8699, M0III"
HR    87, K3III"
HR   870, F6III-IVs"
HR  8700, G0V"
HR  8701, G1VFe+0.3"
HR  8702, K3III"
HR  8703, K2III"
HR  8704, B8IV/V"
HR  8705, B8V"
HR  8706, B7III"
HR  8707, K2V:"
HR  8708, kA3VmF2III/IVp"
HR  8709, A3Vp"
HR   871, K4III"
HR  8710, K2III"
HR  8711, K2.5III"
HR  8712, K0III"
HR  8713, K2III"
HR  8714, S4+/1+"
HR  8715, A3IV"
HR  8716, K1III"
HR  8717, A1V"
HR  8718, F4V"
HR  8719, K3III"
HR   872, K3III"
HR  8720, G8III"
HR  8721, K4Ve"
HR  8722, A4mA5-F2"
HR  8723, B7III"
HR  8724, A3Vs"
HR  8725, B2IV"
HR  8726, K5Ib"
HR  8727, K0III"
HR  8728, A4V"
HR  8729, G2IV"
HR   873, A2VspSiEu"
HR  8730, K1III"
HR  8731, B4IIIpe"
HR  8732, F7V"
HR  8733, B2IV-V"
HR  8734, G8IV/V"
HR  8735, F2V"
HR  8736, K5"
HR  8737, G5VFe-0.8"
HR  8738, A1V"
HR  8739, F0V"
HR   874, K1+IIIb"
HR  8740, F0V"
HR  8741, K3/4III"
HR  8742, K0III"
HR  8743, K0IICNIII"
HR  8744, K2"
HR  8745, B7III"
HR  8746, K1III"
HR  8747, K1IIIFe-1.2CN-0.5"
HR  8748, K4III"
HR  8749, K3III"
HR   875, A1V"
HR  8750, G8/K0III"
HR  8751, K2/3III"
HR  8752, G4_0"
HR  8753, B9mnp"
HR  8754, K3III"
HR  8755, A3V"
HR  8756, A2V"
HR  8757, K4III"
HR  8758, B2.5Vn"
HR  8759, G5II/III"
HR   876, K3III"
HR  8760, K1III"
HR  8761, K1.5II"
HR  8762, B6IV/V_sh"
HR  8763, M1III"
HR  8764, K0III"
HR  8765, F0IIp"
HR  8766, A1V"
HR  8767, F1VFe-0.8"
HR  8768, B2V"
HR  8769, F3III"
HR   877, M2III"
HR  8770, B8III"
HR  8771, K0III"
HR  8772, G0-V"
HR  8773, B6Ve"
HR  8774, K5III"
HR  8775, M2.5II-III"
HR  8776, F2V"
HR  8777, B2V"
HR  8778, G8IV"
HR  8779, K3III"
HR   878, F0V(e)"
HR  8780, K0IIIb"
HR  8781, B9III"
HR  8782, F0V"
HR  8783, K4III"
HR  8784, G8IV"
HR  8785, G8/K0III/IV"
HR  8786, A3/4V"
HR  8787, kF3VhF5mF5(II-III)"
HR  8788, F6Vs"
HR  8789, G6IIIb"
HR   879, A2Vn"
HR  8790, A0V"
HR  8791, K4III"
HR  8792, F6V"
HR  8793, F5.5IV-V"
HR  8794, K3III"
HR  8795, M1IIIab"
HR  8796, K0.5II:Ba1CN-2CH-0.5"
HR  8797, B0.5III"
HR  8798, A3Vn"
HR  8799, F0+VkA5mA5"
HR    88, G2.5V"
HR   880, K2/3III"
HR  8800, B2V"
HR  8801, K0III"
HR  8802, G8III"
HR  8803, B2V"
HR  8804, K5III"
HR  8805, F5V"
HR  8806, A2IV"
HR  8807, G6IIIb"
HR  8808, B3V"
HR  8809, K0III"
HR   881, M2.5III"
HR  8810, K4III"
HR  8811, K0"
HR  8812, K1.5III"
HR  8813, K2III"
HR  8814, F5V"
HR  8815, M4S"
HR  8816, A0V"
HR  8817, G2III+A2V"
HR  8818, M4III"
HR  8819, G2III"
HR   882, K2III"
HR  8820, K1III"
HR  8821, B9III"
HR  8822, A4II"
HR  8823, F0V"
HR  8824, K4III"
HR  8825, F5V"
HR  8826, A5Vn"
HR  8827, G8III-IV"
HR  8828, G8/K0III"
HR  8829, G8V+"
HR   883, A5IV/V"
HR  8830, F1V"
HR  8831, G8III"
HR  8832, K3V"
HR  8833, G5III:"
HR  8834, M1.5III"
HR  8835, K2III"
HR  8836, K4III"
HR  8837, A0V"
HR  8838, F6IVw"
HR  8839, K2III"
HR   884, A2/3(V)+(G)"
HR  8840, A2V"
HR  8841, K1-IIIFe-0.5"
HR  8842, G2II-III"
HR  8843, F6V"
HR  8844, A0V"
HR  8845, F5V"
HR  8846, K1III"
HR  8847, K0III"
HR  8848, F4V"
HR  8849, K0III"
HR   885, G5:III:CN-3CH-2Hdel-1"
HR  8850, M3III"
HR  8851, F0IV"
HR  8852, G9III:Fe-2"
HR  8853, F8V"
HR  8854, OB"
HR  8855, K2/3III"
HR  8856, A1/2IV/V"
HR  8857, K0IV"
HR  8858, B5V"
HR  8859, F4V"
HR   886, K2"
HR  8860, M2.5IIIBa0.5"
HR  8861, A0VpSiSr"
HR  8862, K2III"
HR  8863, K1III"
HR  8864, A7m"
HR  8865, B9V"
HR  8866, G8.5IV"
HR  8867, A2Vs"
HR  8868, F4VFe-0.4"
HR  8869, K2/3III"
HR   887, A3IVs"
HR  8870, A5Vn"
HR  8871, K2III"
HR  8872, G8.5III-IIIbFe-0.5"
HR  8873, B8III"
HR  8874, K0III"
HR  8875, K1III"
HR  8876, M0III"
HR  8877, A7/9"
HR  8878, K1IV"
HR  8879, G8IV/V"
HR   888, A2IV"
HR  8880, A5Vp_lB"
HR  8881, M2III"
HR  8882, M0III"
HR  8883, G5IV"
HR  8884, A3Vn"
HR  8885, F5V"
HR  8886, K2III"
HR  8887, B6III"
HR  8888, F5V"
HR  8889, M3III"
HR   889, K2III"
HR  8890, A3V"
HR  8891, B9.5V"
HR  8892, K1III"
HR  8893, K3III"
HR  8894, K3II"
HR  8895, A9/F2(III)"
HR  8896, K3III"
HR  8897, K4III"
HR  8898, M0III"
HR  8899, F6V"
HR    89, B9IV"
HR   890, B7V"
HR  8900, K0III"
HR  8901, K0III"
HR  8902, B8III"
HR  8903, B9III"
HR  8904, M1III"
HR  8905, F8III"
HR  8906, K4.5III"
HR  8907, F4V"
HR  8908, K4III"
HR  8909, G8III"
HR   891, B9V"
HR  8910, B9V"
HR  8911, A2VpSrCrSi"
HR  8912, K0/1III"
HR  8913, B9III"
HR  8914, K2III"
HR  8915, A0IIIpHg"
HR  8916, K0.5III"
HR  8917, G6/8III"
HR  8918, A6IV"
HR  8919, ApSi"
HR   892, A0V"
HR  8920, K2III"
HR  8921, K4/5III"
HR  8922, G9III"
HR  8923, G8IIIa"
HR  8924, K3-IIIbFe2"
HR  8925, K3III"
HR  8926, B3V"
HR  8927, G9III"
HR  8928, K1III"
HR  8929, K1III"
HR   893, A0Vn"
HR  8930, G8III"
HR  8931, F7V"
HR  8932, F0V"
HR  8933, A0VpSrCrSiHg"
HR  8934, K0III"
HR  8935, G2IV-V"
HR  8936, B8V"
HR  8937, B9.5IIIpHgMnSi"
HR  8938, A7IV"
HR  8939, A0V"
HR   894, B7IVe"
HR  8940, M5III"
HR  8941, G8II"
HR  8942, M3III"
HR  8943, K4III"
HR  8944, A2II"
HR  8945, F2IV/V"
HR  8946, K4III"
HR  8947, A1Va"
HR  8948, K0III:"
HR  8949, ApSrCrEu"
HR   895, A2II/III"
HR  8950, K5III"
HR  8951, G6/8III"
HR  8952, G9Ib"
HR  8953, M1III"
HR  8954, F6V"
HR  8955, F6V"
HR  8956, K1III"
HR  8957, K0II/III"
HR  8958, G9III"
HR  8959, A1/2V"
HR   896, B6III"
HR  8960, A1V"
HR  8961, G8IVk"
HR  8962, B8V"
HR  8963, A0Vn"
HR  8964, G2"
HR  8965, B8V"
HR  8966, A7III+A/F"
HR  8967, B9Ve"
HR  8968, A7IV"
HR  8969, F7V"
HR   897, A3IV-V"
HR  8970, A2m"
HR  8971, A3V"
HR  8972, G8III"
HR  8973, F2IV"
HR  8974, K1III-IVCN1"
HR  8975, K0III"
HR  8976, B9IVn"
HR  8977, F1V"
HR  8978, M1III"
HR  8979, K0III"
HR   898, A1V"
HR  8980, K4/5III"
HR  8981, A4V"
HR  8982, G2Ib/II"
HR  8983, A3Vn"
HR  8984, A7V"
HR  8985, G8III"
HR  8986, K5III"
HR  8987, K3III"
HR  8988, B9V"
HR  8989, M2III"
HR   899, B9V"
HR  8990, K2III"
HR  8991, M2III"
HR  8992, M6.5-8.5e"
HR  8993, K1III/IV"
HR  8994, G8/K0IV"
HR  8995, K1III"
HR  8996, K2II/III"
HR  8997, K0III"
HR  8998, B9V"
HR  8999, F3/5V"
HR     9, F3V"
HR    90, S5-7/4-5e"
HR   900, K1III"
HR  9000, G4III:"
HR  9001, A7III/IV"
HR  9002, A9IV+F2V"
HR  9003, G3Ib-II"
HR  9004, C-N6"
HR  9005, B2IV"
HR  9006, B3V"
HR  9007, F3IV"
HR  9008, K1-IIIa"
HR  9009, K0III"
HR   901, F4V"
HR  9010, K3-IIb"
HR  9011, B3IV"
HR  9012, K0III"
HR  9013, A1Vn"
HR  9014, K2/3III"
HR  9015, F5V"
HR  9016, A0VankB9((_lB))"
HR  9017, A0VpSrSiCrHg"
HR  9018, A2.5(I)+O9.8II"
HR  9019, A0V"
HR   902, K6"
HR  9020, F2IV"
HR  9021, K2IIIbFe-0.5"
HR  9022, A3III"
HR  9023, K5III"
HR  9024, G1IIICaIIem"
HR  9025, A2m"
HR  9026, A3V"
HR  9027, K1III"
HR  9028, F3V"
HR  9029, K4.5IIIb"
HR   903, A0V"
HR  9030, M3III"
HR  9031, A0VpSiSr"
HR  9032, G6/8III"
HR  9033, K4IIIBa1"
HR  9034, F5V"
HR  9035, M2III"
HR  9036, M2III"
HR  9037, K2III"
HR  9038, K3V"
HR  9039, A4Vn"
HR   904, M0/1III"
HR  9040, K1III"
HR  9041, K0II/III"
HR  9042, B9.5V"
HR  9043, A5V"
HR  9044, kA2hA2VmA4"
HR  9045, G2_0"
HR  9046, G0V"
HR  9047, M5III"
HR  9048, B9V"
HR  9049, B5/8"
HR   905, kA2hA6mA7"
HR  9050, B8V"
HR  9051, K5"
HR  9052, B0.5II-III"
HR  9053, G8Ib"
HR  9054, G8III/IV"
HR  9055, M2III"
HR  9056, A3V"
HR  9057, F8III"
HR  9058, K3III"
HR  9059, F6V"
HR   906, A7III-IV"
HR  9060, A1IV"
HR  9061, K0III"
HR  9062, A1V"
HR  9063, B9V"
HR  9064, M3III"
HR  9065, K1IIICNII"
HR  9066, M6.5-9e"
HR  9067, G8III"
HR  9068, B6IVe"
